,playlist_name,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
506,when you realize you’re both in love,0.877,https://api.spotify.com/v1/audio-analysis/2k0HXdTDW28JFAaS8TaHeA,0.289,231807,0.619,2k0HXdTDW28JFAaS8TaHeA,0.0298,0,0.397,-5.97,1,0.125,['tempo'],3,https://api.spotify.com/v1/tracks/2k0HXdTDW28JFAaS8TaHeA,['type'],spotify:track:2k0HXdTDW28JFAaS8TaHeA,0.197
507,jan '20,0.0291,https://api.spotify.com/v1/audio-analysis/6uFB3Kbz9YINmb8948QWnE,0.743,190654,0.72,6uFB3Kbz9YINmb8948QWnE,3.12e-06,8,0.0769,-7.305,0,0.0834,['tempo'],4,https://api.spotify.com/v1/tracks/6uFB3Kbz9YINmb8948QWnE,['type'],spotify:track:6uFB3Kbz9YINmb8948QWnE,0.663
508,jan '20,0.609,https://api.spotify.com/v1/audio-analysis/01CsscJiqdgywSabvjKBfI,0.532,222960,0.792,01CsscJiqdgywSabvjKBfI,0.0334,4,0.154,-6.237,1,0.0282,['tempo'],4,https://api.spotify.com/v1/tracks/01CsscJiqdgywSabvjKBfI,['type'],spotify:track:01CsscJiqdgywSabvjKBfI,0.323
509,jan '20,0.128,https://api.spotify.com/v1/audio-analysis/03mMSLEJCPoGJwQhHpN5y0,0.653,197347,0.869,03mMSLEJCPoGJwQhHpN5y0,2.2e-05,5,0.046,-3.725,1,0.0382,['tempo'],4,https://api.spotify.com/v1/tracks/03mMSLEJCPoGJwQhHpN5y0,['type'],spotify:track:03mMSLEJCPoGJwQhHpN5y0,0.697
510,jan '20,0.741,https://api.spotify.com/v1/audio-analysis/2OLbryzQ2C4ooJBl4x2JcK,0.395,257720,0.468,2OLbryzQ2C4ooJBl4x2JcK,2.81e-05,1,0.0993,-8.065,1,0.0431,['tempo'],4,https://api.spotify.com/v1/tracks/2OLbryzQ2C4ooJBl4x2JcK,['type'],spotify:track:2OLbryzQ2C4ooJBl4x2JcK,0.4
511,jan '20,0.918,https://api.spotify.com/v1/audio-analysis/0cYwrnkDZXLDEJoMLti6xA,0.62,265070,0.272,0cYwrnkDZXLDEJoMLti6xA,1.8e-06,4,0.122,-8.577,1,0.0303,['tempo'],3,https://api.spotify.com/v1/tracks/0cYwrnkDZXLDEJoMLti6xA,['type'],spotify:track:0cYwrnkDZXLDEJoMLti6xA,0.247
512,jan '20,0.189,https://api.spotify.com/v1/audio-analysis/20z1RaI92IQhdeIr8y8uVi,0.623,248011,0.626,20z1RaI92IQhdeIr8y8uVi,0.000198,3,0.103,-10.003,1,0.059,['tempo'],4,https://api.spotify.com/v1/tracks/20z1RaI92IQhdeIr8y8uVi,['type'],spotify:track:20z1RaI92IQhdeIr8y8uVi,0.441
513,jan '20,0.693,https://api.spotify.com/v1/audio-analysis/1XlmN9HOwTYAXtZmld2fpy,0.389,209147,0.47,1XlmN9HOwTYAXtZmld2fpy,0.0,9,0.702,-11.413,1,0.187,['tempo'],3,https://api.spotify.com/v1/tracks/1XlmN9HOwTYAXtZmld2fpy,['type'],spotify:track:1XlmN9HOwTYAXtZmld2fpy,0.333
514,jan '20,0.118,https://api.spotify.com/v1/audio-analysis/5CalS8Gn69OOrR9aiw0ZO9,0.642,196055,0.52,5CalS8Gn69OOrR9aiw0ZO9,0.000509,9,0.552,-7.886,1,0.0387,['tempo'],4,https://api.spotify.com/v1/tracks/5CalS8Gn69OOrR9aiw0ZO9,['type'],spotify:track:5CalS8Gn69OOrR9aiw0ZO9,0.488
515,jan '20,0.366,https://api.spotify.com/v1/audio-analysis/41L3O37CECZt3N7ziG2z7l,0.687,210427,0.514,41L3O37CECZt3N7ziG2z7l,0.0,9,0.116,-6.612,0,0.0897,['tempo'],4,https://api.spotify.com/v1/tracks/41L3O37CECZt3N7ziG2z7l,['type'],spotify:track:41L3O37CECZt3N7ziG2z7l,0.494
516,jan '20,0.122,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,0.548,174000,0.816,6UelLqGlWMcVH1E5c4H7lY,0.0,0,0.335,-4.209,1,0.0465,['tempo'],4,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,['type'],spotify:track:6UelLqGlWMcVH1E5c4H7lY,0.557
517,jan '20,0.178,https://api.spotify.com/v1/audio-analysis/1GEBsLDvJGw7kviySRI6GX,0.687,232120,0.745,1GEBsLDvJGw7kviySRI6GX,1.59e-05,6,0.111,-4.432,1,0.0379,['tempo'],4,https://api.spotify.com/v1/tracks/1GEBsLDvJGw7kviySRI6GX,['type'],spotify:track:1GEBsLDvJGw7kviySRI6GX,0.435
518,summer2019,0.0724,https://api.spotify.com/v1/audio-analysis/4j6GMcVcqZf1r0GDqMtYp6,0.6,210373,0.698,4j6GMcVcqZf1r0GDqMtYp6,1.64e-06,9,0.113,-5.86,1,0.0355,['tempo'],4,https://api.spotify.com/v1/tracks/4j6GMcVcqZf1r0GDqMtYp6,['type'],spotify:track:4j6GMcVcqZf1r0GDqMtYp6,0.57
519,summer2019,0.978,https://api.spotify.com/v1/audio-analysis/7qVnzohY8VAKFkiJIgStbk,0.458,259587,0.126,7qVnzohY8VAKFkiJIgStbk,0.000692,5,0.0936,-15.615,1,0.0546,['tempo'],4,https://api.spotify.com/v1/tracks/7qVnzohY8VAKFkiJIgStbk,['type'],spotify:track:7qVnzohY8VAKFkiJIgStbk,0.3
520,summer2019,0.976,https://api.spotify.com/v1/audio-analysis/2UBwvSk8tTMqydEdWsfBb8,0.62,218160,0.199,2UBwvSk8tTMqydEdWsfBb8,0.00178,10,0.107,-13.788,1,0.0344,['tempo'],4,https://api.spotify.com/v1/tracks/2UBwvSk8tTMqydEdWsfBb8,['type'],spotify:track:2UBwvSk8tTMqydEdWsfBb8,0.179
521,summer2019,0.0272,https://api.spotify.com/v1/audio-analysis/2KqJC0koTBUyDlsMt5ok1V,0.739,168960,0.85,2KqJC0koTBUyDlsMt5ok1V,0.0,2,0.181,-3.966,1,0.0308,['tempo'],4,https://api.spotify.com/v1/tracks/2KqJC0koTBUyDlsMt5ok1V,['type'],spotify:track:2KqJC0koTBUyDlsMt5ok1V,0.883
522,summer2019,0.0248,https://api.spotify.com/v1/audio-analysis/5MoU7TaAvgBa8W0XVwXAd7,0.806,180600,0.559,5MoU7TaAvgBa8W0XVwXAd7,1.63e-05,0,0.135,-6.329,1,0.0588,['tempo'],3,https://api.spotify.com/v1/tracks/5MoU7TaAvgBa8W0XVwXAd7,['type'],spotify:track:5MoU7TaAvgBa8W0XVwXAd7,0.671
523,summer2019,0.178,https://api.spotify.com/v1/audio-analysis/2hgk8iKN9UdoM4ILlJ9F5N,0.74,193133,0.337,2hgk8iKN9UdoM4ILlJ9F5N,0.0,8,0.0944,-6.039,1,0.0282,['tempo'],4,https://api.spotify.com/v1/tracks/2hgk8iKN9UdoM4ILlJ9F5N,['type'],spotify:track:2hgk8iKN9UdoM4ILlJ9F5N,0.56
524,summer2019,0.176,https://api.spotify.com/v1/audio-analysis/1BlQWQgGP84r4GYUVty4Ar,0.442,213320,0.826,1BlQWQgGP84r4GYUVty4Ar,0.0,10,0.0978,-5.32,1,0.0775,['tempo'],4,https://api.spotify.com/v1/tracks/1BlQWQgGP84r4GYUVty4Ar,['type'],spotify:track:1BlQWQgGP84r4GYUVty4Ar,0.601
525,summer2019,0.232,https://api.spotify.com/v1/audio-analysis/4ziiAuFyXiY1HNSLGM1xv8,0.862,203486,0.5,4ziiAuFyXiY1HNSLGM1xv8,0.0,2,0.657,-6.875,1,0.276,['tempo'],4,https://api.spotify.com/v1/tracks/4ziiAuFyXiY1HNSLGM1xv8,['type'],spotify:track:4ziiAuFyXiY1HNSLGM1xv8,0.697
526,summer2019,0.0208,https://api.spotify.com/v1/audio-analysis/0mBKv9DkYfQHjdMcw2jdyI,0.571,186973,0.539,0mBKv9DkYfQHjdMcw2jdyI,0.0,5,0.125,-4.446,0,0.116,['tempo'],4,https://api.spotify.com/v1/tracks/0mBKv9DkYfQHjdMcw2jdyI,['type'],spotify:track:0mBKv9DkYfQHjdMcw2jdyI,0.727
527,summer2019,0.664,https://api.spotify.com/v1/audio-analysis/0uLPKDuIhkIhttiwezNdiG,0.787,171539,0.558,0uLPKDuIhkIhttiwezNdiG,0.0,0,0.347,-5.237,1,0.0414,['tempo'],4,https://api.spotify.com/v1/tracks/0uLPKDuIhkIhttiwezNdiG,['type'],spotify:track:0uLPKDuIhkIhttiwezNdiG,0.706
528,summer2019,0.0604,https://api.spotify.com/v1/audio-analysis/6ORMS8Ep717H3vzQFahFiy,0.864,197107,0.751,6ORMS8Ep717H3vzQFahFiy,0.0,1,0.0817,-4.502,0,0.14,['tempo'],4,https://api.spotify.com/v1/tracks/6ORMS8Ep717H3vzQFahFiy,['type'],spotify:track:6ORMS8Ep717H3vzQFahFiy,0.867
529,Angola 70's,0.763,https://api.spotify.com/v1/audio-analysis/2KTJBLZq63s2IVFQZnB08y,0.686,156640,0.359,2KTJBLZq63s2IVFQZnB08y,0.0,6,0.117,-8.41,0,0.0344,['tempo'],4,https://api.spotify.com/v1/tracks/2KTJBLZq63s2IVFQZnB08y,['type'],spotify:track:2KTJBLZq63s2IVFQZnB08y,0.84
530,Angola 70's,0.0383,https://api.spotify.com/v1/audio-analysis/0erFNExgcsPtLgmDdtR1IA,0.484,205653,0.754,0erFNExgcsPtLgmDdtR1IA,1.39e-05,2,0.0955,-4.138,1,0.0705,['tempo'],4,https://api.spotify.com/v1/tracks/0erFNExgcsPtLgmDdtR1IA,['type'],spotify:track:0erFNExgcsPtLgmDdtR1IA,0.828
531,Angola 70's,0.443,https://api.spotify.com/v1/audio-analysis/6kPWNVNHnHapg25DWwPEkS,0.707,218200,0.848,6kPWNVNHnHapg25DWwPEkS,5.72e-06,8,0.174,-6.325,1,0.0453,['tempo'],4,https://api.spotify.com/v1/tracks/6kPWNVNHnHapg25DWwPEkS,['type'],spotify:track:6kPWNVNHnHapg25DWwPEkS,0.922
532,Angola 70's,0.222,https://api.spotify.com/v1/audio-analysis/2ey3KElvd8F9CajhLiRRkH,0.692,206133,0.343,2ey3KElvd8F9CajhLiRRkH,0.0,10,0.106,-15.089,0,0.103,['tempo'],4,https://api.spotify.com/v1/tracks/2ey3KElvd8F9CajhLiRRkH,['type'],spotify:track:2ey3KElvd8F9CajhLiRRkH,0.845
533,Angola 70's,0.334,https://api.spotify.com/v1/audio-analysis/0lM3Ch7bndJK42wV08lbbC,0.775,255773,0.859,0lM3Ch7bndJK42wV08lbbC,0.0,0,0.108,-7.536,1,0.145,['tempo'],4,https://api.spotify.com/v1/tracks/0lM3Ch7bndJK42wV08lbbC,['type'],spotify:track:0lM3Ch7bndJK42wV08lbbC,0.876
534,Angola 70's,0.669,https://api.spotify.com/v1/audio-analysis/1bWpW1SnLad0LdBK9eNEsk,0.577,180067,0.728,1bWpW1SnLad0LdBK9eNEsk,0.0,1,0.124,-8.523,0,0.0583,['tempo'],3,https://api.spotify.com/v1/tracks/1bWpW1SnLad0LdBK9eNEsk,['type'],spotify:track:1bWpW1SnLad0LdBK9eNEsk,0.596
535,Angola 70's,0.197,https://api.spotify.com/v1/audio-analysis/5CwoeFieP39ti61stfLj7r,0.455,402991,0.79,5CwoeFieP39ti61stfLj7r,0.0,2,0.259,-7.002,1,0.0701,['tempo'],4,https://api.spotify.com/v1/tracks/5CwoeFieP39ti61stfLj7r,['type'],spotify:track:5CwoeFieP39ti61stfLj7r,0.814
536,Angola 70's,0.868,https://api.spotify.com/v1/audio-analysis/0XpHM2FRFKlcwvBqtEgqZ4,0.664,177853,0.463,0XpHM2FRFKlcwvBqtEgqZ4,0.000684,2,0.0998,-11.308,1,0.0568,['tempo'],4,https://api.spotify.com/v1/tracks/0XpHM2FRFKlcwvBqtEgqZ4,['type'],spotify:track:0XpHM2FRFKlcwvBqtEgqZ4,0.672
537,Angola 70's,0.593,https://api.spotify.com/v1/audio-analysis/3mN4vhtGCheC8kYn5U6Gy4,0.641,202333,0.807,3mN4vhtGCheC8kYn5U6Gy4,0.0,10,0.235,-6.165,0,0.0448,['tempo'],4,https://api.spotify.com/v1/tracks/3mN4vhtGCheC8kYn5U6Gy4,['type'],spotify:track:3mN4vhtGCheC8kYn5U6Gy4,0.964
538,Angola 70's,0.706,https://api.spotify.com/v1/audio-analysis/6A8hiXmE36Hpl6UfTgQ6GU,0.6,235227,0.676,6A8hiXmE36Hpl6UfTgQ6GU,0.0,11,0.156,-7.356,0,0.0407,['tempo'],4,https://api.spotify.com/v1/tracks/6A8hiXmE36Hpl6UfTgQ6GU,['type'],spotify:track:6A8hiXmE36Hpl6UfTgQ6GU,0.938
539,Angola 70's,0.403,https://api.spotify.com/v1/audio-analysis/1RNQy9FuxArLcDNaQV5RIF,0.623,282201,0.6,1RNQy9FuxArLcDNaQV5RIF,1.97e-06,2,0.309,-9.464,1,0.268,['tempo'],4,https://api.spotify.com/v1/tracks/1RNQy9FuxArLcDNaQV5RIF,['type'],spotify:track:1RNQy9FuxArLcDNaQV5RIF,0.648
540,Angola 70's,0.767,https://api.spotify.com/v1/audio-analysis/5ao6wmNZDW1kQlAIloeXVk,0.464,227960,0.467,5ao6wmNZDW1kQlAIloeXVk,6.43e-05,10,0.141,-9.656,0,0.0455,['tempo'],4,https://api.spotify.com/v1/tracks/5ao6wmNZDW1kQlAIloeXVk,['type'],spotify:track:5ao6wmNZDW1kQlAIloeXVk,0.683
541,Angola 70's,0.438,https://api.spotify.com/v1/audio-analysis/36Tows5uBN0K3nOb9KAJrR,0.753,256373,0.888,36Tows5uBN0K3nOb9KAJrR,0.0,6,0.0623,-7.82,1,0.188,['tempo'],4,https://api.spotify.com/v1/tracks/36Tows5uBN0K3nOb9KAJrR,['type'],spotify:track:36Tows5uBN0K3nOb9KAJrR,0.885
542,Angola 70's,0.878,https://api.spotify.com/v1/audio-analysis/6TmTIl5DTSht9UaIp7m0kP,0.658,145627,0.773,6TmTIl5DTSht9UaIp7m0kP,0.0,10,0.385,-7.514,0,0.0942,['tempo'],4,https://api.spotify.com/v1/tracks/6TmTIl5DTSht9UaIp7m0kP,['type'],spotify:track:6TmTIl5DTSht9UaIp7m0kP,0.97
543,Angola 70's,0.481,https://api.spotify.com/v1/audio-analysis/0l8eow07wvlAzv0bXeXXMm,0.812,294813,0.788,0l8eow07wvlAzv0bXeXXMm,0.00108,7,0.0987,-7.395,1,0.0496,['tempo'],4,https://api.spotify.com/v1/tracks/0l8eow07wvlAzv0bXeXXMm,['type'],spotify:track:0l8eow07wvlAzv0bXeXXMm,0.646
544,Angola 70's,0.591,https://api.spotify.com/v1/audio-analysis/5zOLMH0ajO4wSSmpbfnRl8,0.621,182640,0.701,5zOLMH0ajO4wSSmpbfnRl8,0.000679,7,0.221,-5.109,1,0.0329,['tempo'],4,https://api.spotify.com/v1/tracks/5zOLMH0ajO4wSSmpbfnRl8,['type'],spotify:track:5zOLMH0ajO4wSSmpbfnRl8,0.7
545,Angola 70's,0.336,https://api.spotify.com/v1/audio-analysis/7hXX1e70Q0lCClXghtt1LM,0.393,213560,0.879,7hXX1e70Q0lCClXghtt1LM,0.000214,5,0.118,-8.354,0,0.161,['tempo'],3,https://api.spotify.com/v1/tracks/7hXX1e70Q0lCClXghtt1LM,['type'],spotify:track:7hXX1e70Q0lCClXghtt1LM,0.838
546,Angola 70's,0.529,https://api.spotify.com/v1/audio-analysis/6TWJ6vYq64wWAqoi4Ccn0F,0.558,211933,0.564,6TWJ6vYq64wWAqoi4Ccn0F,0.0,7,0.126,-6.842,0,0.0361,['tempo'],4,https://api.spotify.com/v1/tracks/6TWJ6vYq64wWAqoi4Ccn0F,['type'],spotify:track:6TWJ6vYq64wWAqoi4Ccn0F,0.689
547,Angola 70's,0.0915,https://api.spotify.com/v1/audio-analysis/6kcBLIXQBYetWlop8B5eD2,0.735,315147,0.771,6kcBLIXQBYetWlop8B5eD2,0.0156,3,0.0879,-7.983,1,0.0716,['tempo'],4,https://api.spotify.com/v1/tracks/6kcBLIXQBYetWlop8B5eD2,['type'],spotify:track:6kcBLIXQBYetWlop8B5eD2,0.874
548,Angola 70's,0.0887,https://api.spotify.com/v1/audio-analysis/0Zj0Iit4dGFpcdme20CnYj,0.756,258307,0.508,0Zj0Iit4dGFpcdme20CnYj,9.2e-05,9,0.26,-13.593,0,0.0381,['tempo'],4,https://api.spotify.com/v1/tracks/0Zj0Iit4dGFpcdme20CnYj,['type'],spotify:track:0Zj0Iit4dGFpcdme20CnYj,0.586
549,Angola 70's,0.274,https://api.spotify.com/v1/audio-analysis/6c7cs8tnRvPZFec57FlUUO,0.764,262000,0.723,6c7cs8tnRvPZFec57FlUUO,0.000294,5,0.293,-7.145,0,0.0801,['tempo'],4,https://api.spotify.com/v1/tracks/6c7cs8tnRvPZFec57FlUUO,['type'],spotify:track:6c7cs8tnRvPZFec57FlUUO,0.96
550,Angola 70's,0.0153,https://api.spotify.com/v1/audio-analysis/7b8s4ZiFPadsYOPQ653pJw,0.694,414000,0.712,7b8s4ZiFPadsYOPQ653pJw,0.0256,9,0.13,-5.938,1,0.0694,['tempo'],4,https://api.spotify.com/v1/tracks/7b8s4ZiFPadsYOPQ653pJw,['type'],spotify:track:7b8s4ZiFPadsYOPQ653pJw,0.598
551,Angola 70's,0.0264,https://api.spotify.com/v1/audio-analysis/1iYb0y1yn4TVNpMRR6X85f,0.621,151707,0.884,1iYb0y1yn4TVNpMRR6X85f,0.0,4,0.334,-6.174,0,0.11,['tempo'],4,https://api.spotify.com/v1/tracks/1iYb0y1yn4TVNpMRR6X85f,['type'],spotify:track:1iYb0y1yn4TVNpMRR6X85f,0.925
552,Angola 70's,0.664,https://api.spotify.com/v1/audio-analysis/1zSj9OumK3EsgJAeELKZ7s,0.797,218320,0.742,1zSj9OumK3EsgJAeELKZ7s,0.0,0,0.0749,-7.828,0,0.0674,['tempo'],4,https://api.spotify.com/v1/tracks/1zSj9OumK3EsgJAeELKZ7s,['type'],spotify:track:1zSj9OumK3EsgJAeELKZ7s,0.929
553,Angola 70's,0.178,https://api.spotify.com/v1/audio-analysis/0kymoH5YzJvcgRHga1JwPV,0.648,220627,0.929,0kymoH5YzJvcgRHga1JwPV,0.0,2,0.103,-3.333,1,0.0401,['tempo'],4,https://api.spotify.com/v1/tracks/0kymoH5YzJvcgRHga1JwPV,['type'],spotify:track:0kymoH5YzJvcgRHga1JwPV,0.968
554,Angola 70's,0.516,https://api.spotify.com/v1/audio-analysis/0DCGPKa7R2qnx2mXmm2YkB,0.801,263732,0.76,0DCGPKa7R2qnx2mXmm2YkB,0.000717,7,0.162,-7.3,0,0.037,['tempo'],4,https://api.spotify.com/v1/tracks/0DCGPKa7R2qnx2mXmm2YkB,['type'],spotify:track:0DCGPKa7R2qnx2mXmm2YkB,0.965
555,Angola 70's,0.196,https://api.spotify.com/v1/audio-analysis/6VSHPzYsPuPOFY191jvWi2,0.789,238773,0.887,6VSHPzYsPuPOFY191jvWi2,0.000891,5,0.214,-8.114,0,0.0677,['tempo'],4,https://api.spotify.com/v1/tracks/6VSHPzYsPuPOFY191jvWi2,['type'],spotify:track:6VSHPzYsPuPOFY191jvWi2,0.87
556,Angola 70's,0.695,https://api.spotify.com/v1/audio-analysis/4GID8mT5W47Fagj9CSVijh,0.662,314640,0.491,4GID8mT5W47Fagj9CSVijh,2.09e-05,7,0.138,-6.508,1,0.0372,['tempo'],4,https://api.spotify.com/v1/tracks/4GID8mT5W47Fagj9CSVijh,['type'],spotify:track:4GID8mT5W47Fagj9CSVijh,0.633
557,Angola 70's,0.463,https://api.spotify.com/v1/audio-analysis/4M45AZyxKcx4SKijOuC2CQ,0.768,246000,0.937,4M45AZyxKcx4SKijOuC2CQ,1.07e-05,7,0.145,-1.602,1,0.0627,['tempo'],4,https://api.spotify.com/v1/tracks/4M45AZyxKcx4SKijOuC2CQ,['type'],spotify:track:4M45AZyxKcx4SKijOuC2CQ,0.961
558,Angola 70's,0.223,https://api.spotify.com/v1/audio-analysis/5jVJZ8NqofA59upnaWQrlT,0.671,209133,0.707,5jVJZ8NqofA59upnaWQrlT,1.27e-06,7,0.564,-9.02,0,0.134,['tempo'],4,https://api.spotify.com/v1/tracks/5jVJZ8NqofA59upnaWQrlT,['type'],spotify:track:5jVJZ8NqofA59upnaWQrlT,0.888
559,Angola 70's,0.0522,https://api.spotify.com/v1/audio-analysis/22pbGxFt4Jzh4QXG7EpXVx,0.661,288000,0.834,22pbGxFt4Jzh4QXG7EpXVx,0.0215,7,0.119,-9.132,0,0.0344,['tempo'],4,https://api.spotify.com/v1/tracks/22pbGxFt4Jzh4QXG7EpXVx,['type'],spotify:track:22pbGxFt4Jzh4QXG7EpXVx,0.748
560,Angola 70's,0.898,https://api.spotify.com/v1/audio-analysis/0mhmg5gBLp1PPzVIcqRYvr,0.621,203053,0.394,0mhmg5gBLp1PPzVIcqRYvr,1.97e-05,9,0.115,-9.456,0,0.1,['tempo'],3,https://api.spotify.com/v1/tracks/0mhmg5gBLp1PPzVIcqRYvr,['type'],spotify:track:0mhmg5gBLp1PPzVIcqRYvr,0.632
561,Angola 70's,0.898,https://api.spotify.com/v1/audio-analysis/1Pmw41H1FRipTFz1vkkACF,0.71,255295,0.576,1Pmw41H1FRipTFz1vkkACF,6.07e-06,10,0.227,-9.265,1,0.262,['tempo'],4,https://api.spotify.com/v1/tracks/1Pmw41H1FRipTFz1vkkACF,['type'],spotify:track:1Pmw41H1FRipTFz1vkkACF,0.942
562,Angola 70's,0.604,https://api.spotify.com/v1/audio-analysis/0WQqfFUIyqzkH53vU3ZtWU,0.481,362560,0.411,0WQqfFUIyqzkH53vU3ZtWU,0.0,7,0.145,-10.204,0,0.0302,['tempo'],4,https://api.spotify.com/v1/tracks/0WQqfFUIyqzkH53vU3ZtWU,['type'],spotify:track:0WQqfFUIyqzkH53vU3ZtWU,0.424
563,Angola 70's,0.807,https://api.spotify.com/v1/audio-analysis/7DY2DlDU63TAiqCfuux2Rm,0.421,302827,0.23,7DY2DlDU63TAiqCfuux2Rm,1.86e-06,7,0.326,-9.819,0,0.0331,['tempo'],4,https://api.spotify.com/v1/tracks/7DY2DlDU63TAiqCfuux2Rm,['type'],spotify:track:7DY2DlDU63TAiqCfuux2Rm,0.226
564,Angola 70's,0.591,https://api.spotify.com/v1/audio-analysis/5zOLMH0ajO4wSSmpbfnRl8,0.621,182640,0.701,5zOLMH0ajO4wSSmpbfnRl8,0.000679,7,0.221,-5.109,1,0.0329,['tempo'],4,https://api.spotify.com/v1/tracks/5zOLMH0ajO4wSSmpbfnRl8,['type'],spotify:track:5zOLMH0ajO4wSSmpbfnRl8,0.7
565,Angola 70's,0.669,https://api.spotify.com/v1/audio-analysis/1bWpW1SnLad0LdBK9eNEsk,0.577,180067,0.728,1bWpW1SnLad0LdBK9eNEsk,0.0,1,0.124,-8.523,0,0.0583,['tempo'],3,https://api.spotify.com/v1/tracks/1bWpW1SnLad0LdBK9eNEsk,['type'],spotify:track:1bWpW1SnLad0LdBK9eNEsk,0.596
566,Angola 70's,0.541,https://api.spotify.com/v1/audio-analysis/3H7BdA6Eks1QbCk50X17ho,0.529,192080,0.0965,3H7BdA6Eks1QbCk50X17ho,3.4e-06,2,0.0347,-18.411,1,0.0753,['tempo'],4,https://api.spotify.com/v1/tracks/3H7BdA6Eks1QbCk50X17ho,['type'],spotify:track:3H7BdA6Eks1QbCk50X17ho,0.151
567,Angola 70's,0.834,https://api.spotify.com/v1/audio-analysis/562clpnwVIpjpD7nqFa58L,0.658,334800,0.433,562clpnwVIpjpD7nqFa58L,0.0,2,0.197,-11.208,1,0.0312,['tempo'],4,https://api.spotify.com/v1/tracks/562clpnwVIpjpD7nqFa58L,['type'],spotify:track:562clpnwVIpjpD7nqFa58L,0.387
568,Angola 70's,0.734,https://api.spotify.com/v1/audio-analysis/144dWLwOy5cZmo9LWnc2IT,0.474,352667,0.391,144dWLwOy5cZmo9LWnc2IT,1.81e-05,4,0.328,-11.002,0,0.0372,['tempo'],4,https://api.spotify.com/v1/tracks/144dWLwOy5cZmo9LWnc2IT,['type'],spotify:track:144dWLwOy5cZmo9LWnc2IT,0.391
569,Angola 70's,0.685,https://api.spotify.com/v1/audio-analysis/1Jw0CizjF0OXnNbg8BImHW,0.323,508573,0.489,1Jw0CizjF0OXnNbg8BImHW,0.0134,0,0.175,-11.026,1,0.0322,['tempo'],4,https://api.spotify.com/v1/tracks/1Jw0CizjF0OXnNbg8BImHW,['type'],spotify:track:1Jw0CizjF0OXnNbg8BImHW,0.524
570,Angola 70's,0.685,https://api.spotify.com/v1/audio-analysis/1Jw0CizjF0OXnNbg8BImHW,0.323,508573,0.489,1Jw0CizjF0OXnNbg8BImHW,0.0134,0,0.175,-11.026,1,0.0322,['tempo'],4,https://api.spotify.com/v1/tracks/1Jw0CizjF0OXnNbg8BImHW,['type'],spotify:track:1Jw0CizjF0OXnNbg8BImHW,0.524
571,Angola 70's,0.604,https://api.spotify.com/v1/audio-analysis/0WQqfFUIyqzkH53vU3ZtWU,0.481,362560,0.411,0WQqfFUIyqzkH53vU3ZtWU,0.0,7,0.145,-10.204,0,0.0302,['tempo'],4,https://api.spotify.com/v1/tracks/0WQqfFUIyqzkH53vU3ZtWU,['type'],spotify:track:0WQqfFUIyqzkH53vU3ZtWU,0.424
572,Angola 70's,0.463,https://api.spotify.com/v1/audio-analysis/4M45AZyxKcx4SKijOuC2CQ,0.768,246000,0.937,4M45AZyxKcx4SKijOuC2CQ,1.07e-05,7,0.145,-1.602,1,0.0627,['tempo'],4,https://api.spotify.com/v1/tracks/4M45AZyxKcx4SKijOuC2CQ,['type'],spotify:track:4M45AZyxKcx4SKijOuC2CQ,0.961
573,Angola 70's,0.432,https://api.spotify.com/v1/audio-analysis/09ltruC3rKoF9aZXvc1Ifl,0.813,296640,0.7,09ltruC3rKoF9aZXvc1Ifl,0.00054,0,0.141,-9.042,0,0.065,['tempo'],4,https://api.spotify.com/v1/tracks/09ltruC3rKoF9aZXvc1Ifl,['type'],spotify:track:09ltruC3rKoF9aZXvc1Ifl,0.93
574,Angola 70's,0.27,https://api.spotify.com/v1/audio-analysis/3ao18OiTPsNHlUSpHCEWpE,0.771,241573,0.749,3ao18OiTPsNHlUSpHCEWpE,0.0103,9,0.0593,-9.507,0,0.0678,['tempo'],4,https://api.spotify.com/v1/tracks/3ao18OiTPsNHlUSpHCEWpE,['type'],spotify:track:3ao18OiTPsNHlUSpHCEWpE,0.967
575,Angola 70's,0.165,https://api.spotify.com/v1/audio-analysis/0bDum6oi0kzuBcXjmb88qO,0.761,248813,0.83,0bDum6oi0kzuBcXjmb88qO,0.124,4,0.0916,-8.179,1,0.0544,['tempo'],4,https://api.spotify.com/v1/tracks/0bDum6oi0kzuBcXjmb88qO,['type'],spotify:track:0bDum6oi0kzuBcXjmb88qO,0.934
576,Angola 70's,0.125,https://api.spotify.com/v1/audio-analysis/2TqgxN3vTFJRcLe2vcc3QN,0.8,360934,0.855,2TqgxN3vTFJRcLe2vcc3QN,0.221,2,0.209,-6.924,1,0.0619,['tempo'],4,https://api.spotify.com/v1/tracks/2TqgxN3vTFJRcLe2vcc3QN,['type'],spotify:track:2TqgxN3vTFJRcLe2vcc3QN,0.86
577,Angola 70's,0.717,https://api.spotify.com/v1/audio-analysis/3Q1vDPqaOdoDfoj2S1pf0h,0.754,261520,0.839,3Q1vDPqaOdoDfoj2S1pf0h,0.654,0,0.193,-9.113,1,0.0411,['tempo'],4,https://api.spotify.com/v1/tracks/3Q1vDPqaOdoDfoj2S1pf0h,['type'],spotify:track:3Q1vDPqaOdoDfoj2S1pf0h,0.912
