playlist_name,track_name,album_name,popularity,release_date,duration
Angola 70's,Kalumba,N´gola Binga Cuá Zambi,3,1905-05-23,182640
Angola 70's,Mama Ku Dilé,Angola Anos D´ouro Reviver,1,1905-06-02,180066
Angola 70's,Gaivotas em terra,Minha alma de amor sedenta,0,1972-01-01,192080
Angola 70's,Nha Segredo,Intelectual,10,2001-11-13,334800
Angola 70's,Conbersa Co Deus,Nós Morna,15,1997-11-10,352666
Angola 70's,Canter de Felicidade,As Melhores Mornas de Sempre,2,1980-01-01,508573
Angola 70's,Canter de Felicidade,As Melhores Mornas de Sempre,2,1980-01-01,508573
Angola 70's,Cusas Di Coraçon,Intelectual,19,2001-11-13,362560
Angola 70's,Matutar Na Cachimónia,Best Of,15,2016-07-18,246000
Angola 70's,Poema do Semba,Recompasso,0,1905-06-21,301505
Worship,Oceans (Where Feet May Fail),Zion (Deluxe Edition),66,2013-02-26,535962
Worship,Captain,Empires,43,2015-05-26,331373
Worship,Imagine Me,Hero,51,2005-10-03,318840
Worship,For Your Glory - Live,Grace (Live/Deluxe),52,2013-02-01,406440
Worship,Awesome,The Best Of Both Worlds,0,2012-01-01,349146
Worship,I Smile,Hello Fear,56,2011-03-21,307973
Worship,Good Good Father,Good Good Father,50,2015-10-02,297146
Worship,Let The Church Say Amen - Radio Edit,Let The Church Say Amen (Radio Edit),50,2011-09-06,294813
Worship,Even When It Hurts (Praise Song),Empires,42,2015-05-26,378400
Worship,Here Now (Madness) - Live,Of Dirt And Grace (Live From The Land),39,2016-07-15,453706
Worship,Prince Of Peace - Live,Of Dirt And Grace (Live From The Land),45,2016-07-15,491573
Worship,Lead Me To The Cross,All Of The Above,55,1905-06-29,258626
Worship,Hosanna,All Of The Above,54,1905-06-29,330360
Worship,To My Knees - Live,Youth Revival (Live),39,2016-02-26,473293
Worship,Where You Are - Radio Version,Youth Revival (Live),31,2016-02-26,207920
Worship,O Come to the Altar (Live),Here As In Heaven,67,2016-02-05,349586
Worship,Here as in Heaven,Here As In Heaven,58,2016-02-05,499506
Worship,Jesus I Come,Wake Up The Wonder,45,2014-11-25,351054
Worship,No Longer Slaves (Live),We Will Not Be Shaken (Live),0,2015-01-27,373691
Worship,It Is Well (Live),You Make Me Brave (Live),0,2014-04-21,385053
Worship,We Will Not Be Shaken (Live),We Will Not Be Shaken (Live),0,2015-01-27,332604
Worship,Our Father,For the Sake of the World,0,2012-10-02,408826
Worship,Be Enthroned (Live),Have It All (Live),0,2016-03-11,485396
Worship,How Beautiful (Live),Glory & Wonder,43,2016-09-16,416080
Worship,Tremble - Live,Glory & Wonder,60,2016-09-16,309093
Worship,May God Be Everywhere I Go - Live,Glory & Wonder,32,2016-09-16,326453
Worship,Not Afraid - Live,Glory & Wonder,31,2016-09-16,289066
Worship,Great I Am - Live,You Hold It All (Live),47,2011-04-12,328933
Worship,Scandal of Grace (I'd Be Lost) - By An Empty Tomb Not Far From Golgotha,Of Dirt And Grace (Live From The Land),0,2016-07-15,438185
Worship,Great Are You Lord,All Sons & Daughters,56,2014-05-04,296343
Worship,Your Glory / Nothing But The Blood - Live,Live,45,2013-04-21,537866
Worship,Never Would Have Made It,Thirsty,54,2007-07-03,415133
Worship,The Best In Me,Here I Am,48,2010-03-16,514306
Worship,My Testimony,I Win,43,2012-03-30,625293
Worship,Great & Mighty,Memoirs Of A Worshipper,24,2012-06-15,608893
Worship,Give Me Faith,Kingdom Come,52,2010-09-07,294800
Worship,Your Love Is Strong,Spring,0,2008-03-25,309840
Worship,Nobody Greater - Live,Triumphant (Live),0,2010-08-06,369160
Worship,What A Beautiful Name,What A Beautiful Name,64,2017-01-06,238200
Worship,Resurrecting (Live),Here As In Heaven,56,2016-02-05,467053
Worship,Since Your Love (Live) [feat. Brandon Hampton],Simple Gospel (Live),42,2015-08-14,482386
Worship,Put A Praise On It - Live,One Place Live,44,2015-08-21,376666
Worship,Faithful Is Our God,20/85 The Experience,41,1905-06-27,444933
Worship,Live in the Wonderful,Live in the Wonderful,18,2016-07-22,294617
Worship,Sinking Deep,This Is Living,0,2015-01-13,248360
Worship,Let There Be Light,let there be light.,0,2016-10-14,451946
Worship,King Of My Heart,You Are The Avalanche,0,2015-06-23,295719
Worship,In Control,let there be light.,0,2016-10-14,307520
Worship,Open Heaven (River Wild) - Live,OPEN HEAVEN / River Wild (Deluxe/Live),44,2015-10-16,449386
Worship,Came To My Rescue - Live,Yahweh (Live),25,2010-10-25,260453
PRAISE,You Carried Me,Tell All My Friends,39,2017-01-20,277021
PRAISE,Let You Go,Tell All My Friends,38,2017-01-20,246861
PRAISE,Not in a Hurry,Tell All My Friends,56,2017-01-20,291197
PRAISE,Need You More,Tell All My Friends,39,2017-01-20,290630
PRAISE,Speak to the Silence,Tell All My Friends,35,2017-01-20,260411
PRAISE,Feeling Low,Tell All My Friends,36,2017-01-20,407319
PRAISE,Lay It All Down,Tell All My Friends,52,2017-01-20,351760
PRAISE,I Can Tell,Tell All My Friends,32,2017-01-20,312911
PRAISE,Leave This House Singing,Tell All My Friends,32,2017-01-20,291203
PRAISE,Nothing Without You,Tell All My Friends,47,2017-01-20,282050
PRAISE,Be Thou My Vision,Rise Up Dead Men,0,2014-07-01,154592
PRAISE,Come Thou Fount,Rise Up Dead Men,0,2014-07-01,157570
PRAISE,For The Beauty Of The Earth,Rise Up Dead Men,0,2014-07-01,194716
PRAISE,Nothing But The Blood,Rise Up Dead Men,0,2014-07-01,214543
PRAISE,Softly And Tenderly,Rise Up Dead Men,0,2014-07-01,193541
PRAISE,I Need Thee Every Hour,Rise Up Dead Men,0,2014-07-01,175046
PRAISE,This Road,Rise Up Dead Men,0,2014-07-01,242259
PRAISE,Here and Now (feat. Will Reagan),Looking for a Savior,35,2016-08-26,270600
PRAISE,Every Cell (feat. Brock Human),Looking for a Savior,22,2016-08-26,292826
PRAISE,Oh How We Love You (feat. Will Reagan),Looking for a Savior,40,2016-08-26,330800
PRAISE,Awake My Soul (feat. Brock Human),Looking for a Savior,22,2016-08-26,287373
PRAISE,Looking for a Savior (feat. Will Reagan),Looking for a Savior,41,2016-08-26,398560
PRAISE,Are You Listening (feat. Brock Human),Looking for a Savior,34,2016-08-26,237667
PRAISE,Nothing I Hold on to (Live),Live at the Banks House,49,2010-11-11,376093
PRAISE,Voice That Stills the Raging Sea,All Things New,32,2014-07-08,382500
PRAISE,Do It Again,There Is a Cloud,65,2017-03-17,398333
PRAISE,God I Look to You,God I Look to You,28,2014-07-23,278936
PRAISE,Light Will Dawn,All Things New,23,2014-07-08,211000
PRAISE,Arise,All Things New,23,2014-07-08,269999
PRAISE,Hidden (Live) [feat. Will Reagan],Simple Gospel (Live),44,2015-08-14,394186
PRAISE,Head to the Heart (Live),Simple Gospel (Live),43,2015-08-14,320400
PRAISE,Your Love Changes Everything (Live) [feat. Brock Human],Simple Gospel (Live),36,2015-08-14,307853
PRAISE,Simple Gospel (Live),Simple Gospel (Live),51,2015-08-14,360000
PRAISE,Met by Love (Live),Simple Gospel (Live),41,2015-08-14,329920
PRAISE,You're All Around Me (Spontaneous) [Live] (feat. Andrea Marie),Simple Gospel (Live),33,2015-08-14,132560
PRAISE,Let It Happen (Live) [feat. Andrea Marie],Simple Gospel (Live),42,2015-08-14,490453
PRAISE,Seasons Change (Live) [feat. Michael Ketterer],Simple Gospel (Live),42,2015-08-14,337000
PRAISE,Since Your Love (Live) [feat. Brandon Hampton],Simple Gospel (Live),42,2015-08-14,482386
PRAISE,Never Going Back (Live) [feat. Brock Human],Simple Gospel (Live),40,2015-08-14,543266
PRAISE,Rock of Ages,The Water & the Blood,0,2013-09-30,278080
PRAISE,I Surrender All,"Take the World, but Give Me Jesus",25,2010-09-14,286586
PRAISE,What Does It Sound Like,Without Words,0,2013-03-05,211360
PRAISE,"Jesus, We Love You (Live)",We Will Not Be Shaken (Live),0,2015-01-27,415079
PRAISE,How Deep the Father's Love,Sin,0,2011-08-30,301400
PRAISE,In Christ Alone,Asaph's Arrows,0,2012-02-28,284840
PRAISE,What Wondrous Love Is This?,Sin,0,2011-08-30,318013
PRAISE,Grace Alone,The Water & the Blood,0,2013-09-30,214266
PRAISE,Brokenness Aside,Season One,0,2012-03-13,352026
PRAISE,Come All You Weary,"The Alchemy Index, Vol. 3 & 4: Air & Earth",0,2008-04-15,248013
PRAISE,The Bridegroom,Take Everything,35,2012-07-20,319731
4/12/19,Looking for a Savior (feat. Will Reagan),Looking for a Savior,41,2016-08-26,398560
4/12/19,Voice That Stills the Raging Sea,All Things New,32,2014-07-08,382500
4/12/19,God I Look to You,God I Look to You,28,2014-07-23,278936
4/12/19,In Christ Alone,Asaph's Arrows,0,2012-02-28,284840
4/12/19,Relent (Reconstructed),In part,0,2017-08-11,331019
4/12/19,Rain,The Beauty Between,42,2017-08-18,217053
4/12/19,Soldier,Authenticity,0,2014-11-11,267573
4/12/19,Old You,Authenticity,0,2014-11-11,238253
4/12/19,Constant One,The Undoing,0,2014-08-25,266243
4/12/19,Divine / Sailing / Time / Hymn - Acoustic,Children of God Acoustic Sessions,0,2016-10-14,464400
4/12/19,Empty Me Out,There's a Light,44,2015-09-25,277675
4/12/19,Everything Is Yours,There's a Light,19,2015-09-25,222278
4/12/19,Benediction,Home,40,2015-04-07,249240
4/12/19,Inevitable,Look Up Child,0,2018-09-07,160586
4/12/19,It's Gonna Get Better,It's Gonna Get Better,0,2019-02-15,202960
4/12/19,Land Of The Living - EP Version,Land Of The Living EP,25,2013-12-02,264986
4/12/19,River,Coming Home,1,2015-06-15,238560
4/12/19,Daughter,Atlas: Life,24,2015-09-18,244012
4/12/19,Here Comes the Sun,Here Comes The Sun (Expanded Edition),55,1905-05-24,214093
4/12/19,Venus,Atlas: Space (Deluxe),35,2017-02-13,200562
4/12/19,Atlas: Joy,Atlas: Joy,18,2016-06-17,192519
4/12/19,Farther Along,Love & War & The Sea In Between,51,2011-07-15,304516
4/12/19,Ulysses,Love & War & The Sea In Between,40,2011-07-15,256893
4/12/19,Lessons From My Father,It's A New Dawn,16,2017-11-17,240906
4/12/19,To The End,Greater Things,44,2018-09-14,431933
4/12/19,D.R.A.M. Sings Special,Coloring Book,45,2016-05-27,101590
4/12/19,Ooh Child,Ooh Child,29,2017-11-01,163844
4/12/19,This Will Be Our Year,Odessey and Oracle,41,1968-04-19,127733
4/12/19,My Joy Is Complete (Reconstructed),In part,0,2017-08-11,266905
Current Plane Playlist,Power On,Assume Form,0,2019-01-18,246400
Current Plane Playlist,Hercules,The Blessed Unrest,36,2013-07-16,261839
Current Plane Playlist,Manhattan,The Blessed Unrest,45,2013-07-16,278546
Current Plane Playlist,A Little Bit of Faith,A Little Bit of Faith,45,2019-03-15,178676
Current Plane Playlist,Wildflowers,Wildflowers,67,1994-10-21,190320
Current Plane Playlist,Rose Of Sharon,Delta,0,2018-11-16,203700
Current Plane Playlist,I Am Light,SongVersation: Medicine,0,2017-06-30,223760
Current Plane Playlist,How Long?,Father of the Bride,41,2019-05-03,212253
Current Plane Playlist,Beloved,Delta,0,2018-11-16,265096
Current Plane Playlist,Guiding Light,Delta,0,2018-11-16,217633
Current Plane Playlist,42,Delta,0,2018-11-16,240938
Current Plane Playlist,I And Love And You,I And Love And You,60,2009-01-01,300840
Current Plane Playlist,First Day Of My Life,"I'm Wide Awake, It's Morning",1,2005-01-25,188800
Current Plane Playlist,Outnumbered,Outnumbered,66,2019-06-13,245699
Current Plane Playlist,Lost,Lost,54,2019-02-06,224305
Current Plane Playlist,Almost (Sweet Music),"Wasteland, Baby!",68,2019-03-01,217480
Current Plane Playlist,Hypotheticals,Obviously,58,2021-03-12,230178
Current Plane Playlist,Nine in the Afternoon - Single Mix,Pretty. Odd.,62,2008-03-21,191560
Current Plane Playlist,"You, Dear",This Thing Called Living,45,2019-05-30,187124
Current Plane Playlist,Grows Old,Cold Heart,51,2018-03-09,236293
Current Plane Playlist,The Box,The Box,0,2019-06-14,261095
Current Plane Playlist,Whatever We Feel,Whatever We Feel,0,2020-04-03,208965
Current Plane Playlist,Kick It to Me,The Good Life,0,2018-07-10,387600
Current Plane Playlist,Vida de Rico,Vida de Rico,69,2020-09-21,187426
Current Plane Playlist,six thirty,Positions,59,2020-10-30,183874
Current Plane Playlist,Anything For You,Prepare The Preparations,42,2010-01-01,203386
Current Plane Playlist,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,67,2021-04-27,168030
Current Plane Playlist,Henehene Kou‘aka,Finding ‘Ohana (Music from the Netflix Film),12,2021-01-29,125746
Current Plane Playlist,Share Your Address,Sing To Me Instead,54,2019-03-29,182466
Introducing:,D.R.A.M. Sings Special,Coloring Book,45,2016-05-27,101590
Introducing:,I Wish I Knew How It Would Feel to Be Free,The Very Best Of Nina Simone 1967-1972 - Sugar In My Bowl,44,1998-07-28,188893
Introducing:,Holy,HEAVN,0,2017-08-15,192400
Introducing:,Atlas: Six,Atlas: Six,31,2018-08-03,252833
Introducing:,For Island Fires and Family,Dermot Kennedy,54,2019-01-04,285644
Introducing:,Ooh Child,Ooh Child,29,2017-11-01,163844
Introducing:,Benediction,Home,40,2015-04-07,249240
Introducing:,"Wake up, Moving On",Florence (Original Soundtrack),0,2018-02-14,137277
florence,Florence,Florence (Original Soundtrack),0,2018-02-14,120500
florence,Adult Life,Florence (Original Soundtrack),0,2018-02-14,86500
florence,Memories,Florence (Original Soundtrack),0,2018-02-14,150000
florence,Music,Florence (Original Soundtrack),0,2018-02-14,104125
florence,Crash,Florence (Original Soundtrack),0,2018-02-14,132500
florence,First Dates,Florence (Original Soundtrack),0,2018-02-14,99375
florence,Dreams,Florence (Original Soundtrack),0,2018-02-14,86541
florence,Inspiration,Florence (Original Soundtrack),0,2018-02-14,151458
florence,Exploration,Florence (Original Soundtrack),0,2018-02-14,105875
florence,Groceries,Florence (Original Soundtrack),0,2018-02-14,146541
florence,Moving In,Florence (Original Soundtrack),0,2018-02-14,112666
florence,Happy Together,Florence (Original Soundtrack),0,2018-02-14,124479
florence,Routine,Florence (Original Soundtrack),0,2018-02-14,91750
florence,Erosion,Florence (Original Soundtrack),0,2018-02-14,115937
florence,Fight,Florence (Original Soundtrack),0,2018-02-14,133000
florence,Drifting,Florence (Original Soundtrack),0,2018-02-14,85124
florence,Moving Out,Florence (Original Soundtrack),0,2018-02-14,124041
florence,Fragments,Florence (Original Soundtrack),0,2018-02-14,83083
florence,Let Go,Florence (Original Soundtrack),0,2018-02-14,150124
florence,"Wake up, Moving On",Florence (Original Soundtrack),0,2018-02-14,137277
N/A,Maneater,H2O,0,1905-06-04,271893
N/A,Rich Girl,Bigger Than Both Of Us,75,1976-08-01,142786
N/A,You Make My Dreams (Come True),Voices,77,1905-06-02,190626
N/A,Lola,"Lola Versus Powerman and the Moneygoround, Pt. One",40,1970-11-27,241040
N/A,Baba O'Riley,Who's Next,0,1971-08-14,301560
N/A,Behind Blue Eyes,Who's Next,0,1971-08-14,223373
N/A,Walk On the Wild Side,Transformer,72,1972-12-01,254173
N/A,Strawberry Fields Forever - Remastered,Magical Mystery Tour (Remastered),0,1967-11-27,247320
N/A,Knockin' On Heaven's Door,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),73,1973-07-13,149880
N/A,I Want To Hold Your Hand - Remastered 2015,1 (Remastered),0,2000-11-13,145746
N/A,A Hard Day's Night - Remastered,A Hard Day's Night (Remastered),0,1964-07-10,154200
N/A,Help! - Remastered,Help! (Remastered),0,1965-08-06,139560
N/A,I Want To Hold Your Hand - Live / Bonus Track,Live At The Hollywood Bowl,0,2016-09-09,149266
N/A,Romeo and Juliet,Making Movies,56,1980-10-17,361395
N/A,Message In A Bottle - Remastered 2003,Reggatta De Blanc,0,1979-10-02,290280
N/A,I'm On Fire,Born In The U.S.A.,74,1984-06-04,155880
N/A,Born in the U.S.A.,Born In The U.S.A.,73,1984-06-04,278680
N/A,Jack & Diane,American Fool,72,1905-06-04,254493
N/A,Free Fallin',Full Moon Fever,76,1989-01-01,256000
N/A,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,81,1972-05-19,281613
N/A,Come Together - Remastered 2009,Abbey Road (Remastered),76,1969-09-26,259946
N/A,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads,76,1965-07-30,222813
N/A,Hey Jude - Remastered 2015,1 (Remastered),73,2000-11-13,425653
N/A,My Generation - Stereo Version,My Generation (Stereo Version),64,1965-12-03,198706
N/A,"Another Brick in the Wall, Pt. 2",The Wall,76,1979-11-30,238746
N/A,Comfortably Numb,The Wall,72,1979-11-30,382296
N/A,Crossroads - Live,Wheels Of Fire,57,1968-07-01,258466
N/A,Hey Joe,Are You Experienced,69,1967-05-12,210160
N/A,Little Wing,Axis: Bold As Love,72,1967-12-01,145746
N/A,Purple Haze,Are You Experienced,70,1967-05-12,170813
N/A,May This Be Love,Are You Experienced,48,1967-05-12,190226
N/A,Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,Pet Sounds (Original Mono & Stereo Mix Versions),72,1966-06-16,153205
N/A,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Unplugged (Deluxe Edition),54,1992-08-25,289026
N/A,Yesterday - Remastered 2009,Help! (Remastered),76,1965-08-06,125666
N/A,Wish You Were Here,Wish You Were Here,76,1975-09-12,334743
N/A,Don't Stop Me Now - Remastered 2011,Jazz (Deluxe Remastered Version),73,1978-11-10,209413
N/A,Under Pressure - Remastered 2011,Hot Space (Deluxe Remastered Version),70,1982-05-03,248440
N/A,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),72,1980-06-27,214653
N/A,There Is a Light That Never Goes Out - 2011 Remaster,The Queen Is Dead,79,1986-06-16,244586
N/A,Just like Heaven,"Kiss Me, Kiss Me, Kiss Me",68,1987-05-25,212000
N/A,Where Is My Mind?,Surfer Rosa (Remastered),1,1905-06-10,236973
N/A,Happy Together,Happy Together,75,1905-05-20,176293
N/A,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",At Folsom Prison (Legacy Edition),0,1905-05-21,156426
N/A,Ring of Fire,Ring Of Fire: The Best Of Johnny Cash,71,1963-08-06,158426
N/A,Over the Hills and Far Away - 1990 Remaster,Houses of the Holy (1994 Remaster),0,1973-03-28,289360
N/A,The Rover - 1993 Remaster,Physical Graffiti (1994 Remaster),0,1975-02-24,336906
N/A,Immigrant Song - Remaster,Mothership (Remastered),56,1905-06-29,146746
N/A,She Loves You - Mono / Remastered,1 (Remastered),65,2000-11-13,140920
N/A,Can't Buy Me Love - Remastered 2009,A Hard Day's Night (Remastered),64,1964-07-10,131866
N/A,Pinball Wizard,Tommy,67,1969-05-23,180943
Roo Panes,A Message to Myself,Quiet Man,0,2018-06-15,323573
Roo Panes,My Sweet Refuge,Quiet Man,0,2018-06-15,281200
Roo Panes,Sketches of Summer,Quiet Man,0,2018-06-15,216080
Roo Panes,Ophelia,Quiet Man,0,2018-06-15,301173
Roo Panes,A Year in a Garden,Quiet Man,0,2018-06-15,240680
Roo Panes,My Narrow Road,Quiet Man,0,2018-06-15,324000
Roo Panes,A Gift to You,Quiet Man,0,2018-06-15,308240
Roo Panes,Cub,Quiet Man,0,2018-06-15,212266
Roo Panes,Quiet Man,Quiet Man,0,2018-06-15,307040
Roo Panes,Warrior,Quiet Man,0,2018-06-15,209053
Roo Panes,Peace Be with You,Quiet Man,0,2018-06-15,270493
summer2018,What Would I Do Without You,Good Light,60,2013-02-19,172213
summer2018,Neighbor Boy,Here Begin,21,2011-12-10,296386
summer2018,Benediction,Home,40,2015-04-07,249240
summer2018,Ulysses,Love & War & The Sea In Between,40,2011-07-15,256893
summer2018,Sailboats,Flags,0,2010-10-12,198112
summer2018,You're Gonna Live Forever in Me,The Search for Everything,74,2017-04-14,190013
summer2018,Home,Home,0,2016-12-23,200620
summer2018,Farther Along,Love & War & The Sea In Between,51,2011-07-15,304516
summer2018,Something Beautiful,Here Begin,27,2011-12-10,264186
summer2018,At the Table,Home,47,2015-04-07,289093
summer2018,I Have Made Mistakes,"Through the Deep, Dark Valley",0,2012-10-30,289500
summer2018,Tompkins Square Park,Wilder Mind,0,2015-05-04,312626
summer2018,"Hello, Love",Here Begin,9,2011-12-10,377320
